day,price
1,1.0
2,1.1465228296420447
3,1.1561596676577324
4,1.1231808775966023
5,1.0905940015166202
6,1.2539814068780417
7,1.1602829505061658
8,1.182981293278419
9,1.2646903195091317
10,1.2540254229867114
11,1.2497459934765835
12,1.1441285873944957
13,1.085369515427755
14,1.0468588989016692
15,1.0144879710061439
16,1.1885102573171689
17,1.3657914577351706
18,1.4787053653962514
19,1.3735482131501482
20,1.2686978333009487
21,1.3173294286271215
22,1.3129244909447904
23,1.1709273019219055
24,1.1585561618287725
25,1.16458311411091
26,1.2191159474331792
27,1.1746812701199676
28,1.2169273203571667
29,1.2522229209481963
30,1.1936431140065469
