day,price
1,1.0
2,0.9995705708677014
3,1.0002947174666068
4,1.0004900504397567
5,1.0009595549698533
6,1.0012943183288348
7,0.9988708023711728
8,1.000680245805217
9,1.0009170001818009
10,1.0009853941231341
11,1.0005348603831539
12,1.000641342004748
13,1.0004578962764563
14,1.0003420882164213
15,1.0007015001317123
16,1.0005107749762807
17,1.00030075332653
18,1.0006297435340843
19,1.0007383802861134
20,1.00082836190958
21,1.0008990937428244
22,1.0008622625801917
23,1.000875254417129
24,1.0006013227280566
25,1.0006021354172678
26,1.0008335668530637
27,1.0008842129663689
28,1.0006908645603825
29,1.0009681244414632
30,1.0011041553192146
