day,price
1,1.0173522260043848
2,1.1920407378319726
3,1.1816455599841058
4,1.162102297382231
5,1.1511736224040474
6,1.1517497654512274
7,1.1423831647073026
8,1.1398562525598237
9,1.1320885649475494
10,1.1211736714981213
11,1.1266768534266425
12,1.1449370284610543
13,1.1522310652208148
14,1.1518637073817821
15,1.1511143139652702
16,1.1293127014940885
17,1.1472361409244214
18,1.1264987504614576
19,1.1233601835461993
20,1.1487745084240129
21,1.134971269467287
22,1.1210137328988046
23,1.1386803078917105
24,1.1541582519225795
25,1.172803312990595
26,1.1928750135352477
27,1.187709612590329
28,1.2063559291919277
29,1.20530670537771
30,1.220473416989622
