day,price
1,0.9778026665695054
2,0.9257016777446204
3,0.9834576988496074
4,1.019954571119588
5,1.0693674714738581
6,1.0959811398853325
7,0.8879906445871618
8,0.914701324745336
9,0.9097548079409753
10,0.9160560052458948
11,0.9451289786965522
12,0.866328579105836
13,0.9239212142834318
14,0.9531209736848831
15,1.0123310672519592
16,1.0946515989060424
17,1.1447491674606856
18,1.2868719836447002
19,1.241252080000206
20,1.3400813057942325
21,1.3197647873707286
22,1.3315484099902568
23,1.4009888017688188
24,1.4007955409040864
25,1.2946356993167667
26,1.3788940462685877
27,1.3610431594015013
28,1.390051290482729
29,1.3111752216441483
30,1.3867750601376065
