day,price
1,0.9934758453375567
2,1.0193931099732079
3,1.2119381473111979
4,1.2414575399801784
5,1.2765313401555207
6,1.3355096022007253
7,1.397166791094209
8,1.4924290400971547
9,1.5328067648715806
10,1.4774221620695391
11,1.3708322395767627
12,1.276752039522393
13,1.3690809822064467
14,1.438951561681466
15,1.4668940091968354
16,1.5572198542800089
17,1.646718439377453
18,1.6211080315731798
19,1.70075238340417
20,1.6225228553349758
21,1.8625497211737707
22,1.8182314637116905
23,1.7623710739647862
24,1.675712863732867
25,1.6994897577149153
26,1.8044573645527302
27,1.8297954132888579
28,1.69008034257699
29,1.5656348367415034
30,1.5798700765127653
