day,price
1,0.9339776250828866
2,0.9117189907295232
3,0.8568977263653512
4,1.0027363420564777
5,1.008848044790154
6,1.0366740391339606
7,1.072105246415416
8,1.1276758424131046
9,1.0877790822053877
10,1.1255358993350992
11,1.1131704481796971
12,1.101027319846632
13,1.1869392949652753
14,1.105158509474287
15,1.07306143685521
16,1.0828377038238366
17,1.1121359981903618
18,1.2373319858802496
19,1.2560995778940303
20,1.1789331823785731
21,1.116638614001156
22,1.4450371644928577
23,1.327485272319811
24,1.3328797402445358
25,1.2824422866076486
26,1.3022664266635455
27,1.3162655760152278
28,1.4227877831185674
29,1.3411510682302805
30,1.3664973013487163
