day,price
1,1.226961927539839
2,1.1908511323397655
3,1.2364175493177105
4,1.0102960221624888
5,1.0252924153522156
6,0.9085127935802237
7,0.7647640321299798
8,0.7197925868991911
9,0.7472346339841643
10,0.8528507042631038
11,0.7924846342691426
12,0.7962374014918425
13,0.8501513432385859
14,0.6765792188536462
15,0.693599321179504
16,0.7220403668467432
17,0.6075714648477654
18,0.5928862824030191
19,0.5773094180887167
20,0.6349918930440671
21,0.5853125662078719
22,0.5512409499385551
23,0.45002138940359554
24,0.4021162605934079
25,0.42707773346686995
26,0.3937061432581291
27,0.4083331334164003
28,0.3842445563502917
29,0.3978130257753743
30,0.4220469006209576
