day,price
1,0.7124380451650313
2,0.7695519875133625
3,1.0528313944059007
4,2.411889079231209
5,2.6685107040052753
6,2.3451128860092196
7,2.425584721156581
8,2.840391429824248
9,2.648322423639617
10,3.7983795118662464
11,2.938703315323987
12,3.5011314420957396
13,4.100693621338924
14,6.217053293430266
15,12.09036523363491
16,10.848533672471834
17,9.319407277074639
18,6.405353018860389
19,5.639040626543336
20,5.688067321280308
21,5.075431534800835
22,3.2559488984951335
23,3.0051379488363272
24,6.01131022266422
25,5.8303548542876005
26,6.922177048280477
27,6.571346325840214
28,5.2094420580405645
29,6.543178352208138
30,6.693786699230399
