day,price
1,0.9482343629928189
2,0.9647593117098366
3,0.7982657427310877
4,0.7358359602337258
5,0.7190375348337128
6,0.75168880786462
7,0.8141615047852725
8,1.0081821037992431
9,0.951263205237321
10,1.1103270352821006
11,1.2390591714620567
12,1.2122785402543828
13,1.0250695651072654
14,0.9605916286860525
15,0.7308038545390712
16,0.706549488633873
17,0.66665404990217
18,0.6472239713890349
19,0.6543275985173712
20,0.6660697099012115
21,0.6708794550552448
22,0.6928438326415651
23,0.7835898034986792
24,0.75713162607982
25,0.7452965506068052
26,0.7694319696536276
27,0.5843344225741142
28,0.564951252849233
29,0.5962697531771339
30,0.639560879084131
