day,price
1,0.9985337070466201
2,1.0018517041316681
3,1.0069478710747537
4,1.006527397076343
5,1.0054838353494115
6,1.0050095532302827
7,0.9994439722625557
8,0.9944108831619461
9,0.9938392370398939
10,0.993648486298845
11,0.9920875815342015
12,0.9931703935970649
13,0.9905407171334887
14,0.9894819431229004
15,0.987696614321398
16,0.9898318996531424
17,0.9921868907576951
18,0.9930267185192904
19,0.9936529943221544
20,0.9921258135327642
21,0.994023801595389
22,0.995832950070071
23,0.99593703922777
24,0.9935451798783136
25,0.9926146163097084
26,1.0087240772669335
27,1.0090455162529277
28,1.0121681416737909
29,1.01238684567994
30,1.0151179144289486
