day,price
1,1.0840637102306223
2,1.178005805858967
3,1.2364601294241706
4,1.5195725069359596
5,1.3681285276977087
6,1.2687972907811094
7,1.1634990205306355
8,1.1729902599463107
9,1.3311837013107704
10,0.8269668550927936
11,0.7708148206998011
12,0.7346153354546509
13,0.7128006975455248
14,0.6628776140850845
15,0.6098135657537431
16,0.623733366576734
17,0.6269407213027439
18,0.6387094223754151
19,0.616532214783145
20,0.5621730733624463
21,0.5907216094466489
22,0.8924172963358692
23,0.9886209935494672
24,0.6763249132086928
25,0.7797254062185792
26,0.7138008830671212
27,0.7608105657060196
28,0.7334087853749787
29,0.7798913780687365
30,0.7585714353322272
