day,price
1,1.058720374020654
2,1.0477204750567157
3,1.0235178321411316
4,1.0910011222081095
5,1.045124713680385
6,1.0623413737415193
7,1.0287676691959893
8,0.9982903899996586
9,1.0343924879524573
10,0.8776641351422386
11,0.9369968970714182
12,0.9418264794683092
13,0.8590295735419488
14,0.8491257121930107
15,0.7877734558540661
16,0.8443977313455385
17,1.067442294478464
18,1.4821723954094077
19,1.4881043939909941
20,1.3207808345276633
21,1.7309672193834713
22,1.9490959108411685
23,2.538926175420798
24,3.2776543183491618
25,2.700585906242825
26,2.7064624781351854
27,2.7074298698350483
28,3.06789414619476
29,3.278135529815171
30,4.528119939806782
