day,price
1,1.000149370083032
2,0.999660625378939
3,0.9996744891192152
4,0.9997121911218458
5,1.000178761470739
6,1.0000053605133983
7,1.0003818459309164
8,1.000382828740886
9,1.0011291334215433
10,1.0013126640550334
11,1.0013687807014293
12,1.0009691923370867
13,1.0007693919932903
14,1.0007180649112366
15,1.0008820547026585
16,1.0009507016024883
17,1.0009518261511814
18,1.0008099110324464
19,1.0004666762072651
20,1.0005207129136025
21,1.0004331092583991
22,1.0005892343077136
23,1.0018052648893283
24,1.0024309532400306
25,1.002317276567145
26,1.0023598070709312
27,1.002370191802038
28,1.002295521784103
29,1.002973203639789
30,1.0028024731720449
