day,price
1,0.9897493210911003
2,0.9862788780262292
3,0.9867683675434129
4,0.9825903926298579
5,0.9852924957937514
6,0.9799742035494982
7,0.9730570238953178
8,0.9710841455745873
9,0.9627142153838923
10,0.9585171462728697
11,0.9545346445218212
12,0.9478976468088075
13,0.9381391095262555
14,0.9367489046031938
15,0.9312434535550848
16,0.930503961698044
17,0.9319545050442882
18,0.9266814015295409
19,0.9227029980683881
20,0.9292122764303623
21,0.9231996216458458
22,0.8901634166738696
23,0.8843192500332009
24,0.8803245863219997
25,0.8731987526019636
26,0.8751594060859612
27,0.8881601057013352
28,0.8864608996663385
29,0.8884829105140186
30,0.8797988953748969
