day,price
1,1.1047886854767017
2,1.0849783047029444
3,1.1171440459357083
4,1.095060866336318
5,1.0877616303244249
6,1.1073817662707364
7,1.1752891607951506
8,1.1717377774798785
9,1.1836821092600722
10,1.1715422887038989
11,1.1463290140945475
12,1.2284585723090247
13,1.3153015497445804
14,1.4755372686555464
15,1.6605092528808243
16,1.7471033470467128
17,1.7583936610796402
18,1.7348674311628265
19,1.72332329057155
20,1.6979362463643475
21,1.6763879891761415
22,1.718419575620359
23,1.8408216530980233
24,1.8540180603467842
25,1.8875622277197415
26,1.8568977096384724
27,1.9474885801651263
28,1.9556028286434965
29,1.9833807791085034
30,2.0610627499958056
