day,price
1,0.9276579437028885
2,0.9164040319259652
3,0.9858519396749424
4,0.9423895265459392
5,0.9542308828308302
6,0.9667782026819359
7,1.0643602415204163
8,0.9352356261330232
9,0.9444568595926457
10,0.952347662685543
11,0.8840880416968999
12,0.8526808567236964
13,0.8542452516778406
14,0.8290520726406577
15,0.8332483515006548
16,0.9035675965628717
17,0.9313775149057252
18,0.8787534477450102
19,0.8471723936981623
20,0.824177990748875
21,0.7840502829374068
22,0.8238558026689864
23,0.8388353023713401
24,0.7981381419212711
25,0.8565726931408002
26,0.8512865798670453
27,0.854553758432089
28,0.7850637728608288
29,0.7465622847102311
30,0.8542289718190558
