day,price
1,1.1977359082085475
2,1.2086328750850759
3,1.2190007858209795
4,1.1540746026422035
5,1.0521909883723277
6,1.0443971939876007
7,1.2012530701497863
8,1.3213082531655003
9,1.2500909913663059
10,1.2001260082156817
11,1.1627473832057125
12,1.1928811483569992
13,1.2666319478339925
14,1.2550009469888332
15,1.211316593262114
16,1.1953869476169778
17,1.1830617765034004
18,1.0869042016570807
19,0.6637384231330583
20,0.6464502158521962
21,0.80510859397275
22,0.7999354316133616
23,0.7601492451607987
24,0.5820145214588761
25,0.6128081168507447
26,0.5188766277461488
27,0.5240019315656906
28,0.6276055581662104
29,0.8132549882626846
30,0.7996871047697554
