day,price
1,1.0382618008348887
2,1.0400235700557405
3,1.0419103352649746
4,1.0372178129092287
5,1.1065519341146588
6,1.0387473907204476
7,0.9825619669748806
8,0.9747058992984183
9,0.9648329935923841
10,1.1152595066953344
11,1.114009726698202
12,1.136576507992589
13,1.1852365141105237
14,1.0741731483617303
15,1.0743202297243473
16,1.0946242328897067
17,1.0353837849117076
18,1.0463739715723945
19,1.1225754927999552
20,1.1319322676331927
21,1.1534182430438071
22,1.154846794372684
23,1.0921102919560388
24,1.0463738938858296
25,0.9637053490293944
26,1.0165462113428594
27,0.9903656593372007
28,0.9231979753675117
29,0.8579123743606591
30,0.7887627644633666
