day,price
1,1.0328581756592667
2,1.056365603782685
3,1.043327550386483
4,1.0673580696271332
5,1.0796444667755916
6,1.0710681049589392
7,1.0888845049323201
8,1.1137769904118318
9,1.1062068595694494
10,1.107774698147682
11,1.074273971302179
12,1.0783514261798202
13,1.0666116898139848
14,1.081342089389364
15,1.0644507565299317
16,1.0577269803048301
17,1.0004810767720396
18,0.9593878096102051
19,0.9596970648135263
20,0.9590231564833397
21,0.9389040558660028
22,0.9300417101939469
23,0.8604362098142413
24,0.8571228163211081
25,0.8600458721082609
26,0.8581689290506537
27,0.875318827334798
28,0.8801635320387357
29,0.8724080473993627
30,0.8879933320923465
