day,price
1,1.007129276345959
2,0.998578067564017
3,1.053035908677484
4,0.8571631895345859
5,0.8767282024818792
6,0.8252482446247974
7,0.7697428888842427
8,0.7360795931258137
9,0.7179603206861452
10,0.6849444618287538
11,0.6982967209077897
12,0.7322883863312566
13,0.7541701825799082
14,0.8597622286954554
15,1.083099716150157
16,1.0230139135472172
17,0.9665709569135408
18,0.9652068601422326
19,0.7915672958159439
20,0.8118538997065461
21,0.8388796291771485
22,0.8174276547056308
23,0.8540486987740399
24,0.854055869232777
25,0.745568762504451
26,0.7522961531197296
27,0.7533870767521923
28,0.7431592972980435
29,0.711919210950708
30,0.6176480120556439
